sample,rsr,memory_size
107,0.9473684210526315,5
108,0.9473684210526315,5
109,0.9473684210526315,5
110,0.9473684210526315,5
111,0.9473684210526315,5
112,0.9473684210526315,5
113,0.9473684210526315,5
114,0.9473684210526315,5
115,0.9473684210526315,5
116,0.9473684210526315,5
117,0.9473684210526315,5
118,0.9473684210526315,5
119,0.9473684210526315,5
120,0.9473684210526315,6
121,0.9473684210526315,6
122,0.9473684210526315,6
123,0.9473684210526315,6
124,0.9473684210526315,6
125,0.9473684210526315,6
126,0.9473684210526315,6
127,0.9473684210526315,6
128,0.9473684210526315,6
129,0.9473684210526315,6
130,0.9473684210526315,6
131,0.9473684210526315,6
132,0.9473684210526315,6
133,0.9473684210526315,6
134,0.9473684210526315,6
135,0.9473684210526315,6
136,0.9473684210526315,6
137,0.9473684210526315,6
138,0.9473684210526315,6
139,0.9473684210526315,6
140,0.9473684210526315,6
141,0.9473684210526315,6
142,0.9473684210526315,6
143,0.9473684210526315,6
144,0.9473684210526315,6
145,0.9473684210526315,6
146,0.9473684210526315,6
147,0.9473684210526315,6
148,0.9473684210526315,6
149,0.9473684210526315,6
150,0.9473684210526315,6
151,0.9473684210526315,6
152,0.9473684210526315,6
153,0.9473684210526315,6
154,0.9473684210526315,6
155,0.9473684210526315,6
156,0.9473684210526315,6
157,0.9473684210526315,6
158,0.9473684210526315,6
159,0.9473684210526315,6
160,0.9473684210526315,6
161,0.9473684210526315,6
162,0.9473684210526315,6
163,0.9473684210526315,6
164,0.9473684210526315,8
165,0.9473684210526315,8
166,0.9473684210526315,8
167,0.9473684210526315,8
168,0.9473684210526315,8
169,0.9473684210526315,8
170,0.9473684210526315,8
171,0.9473684210526315,8
172,0.9473684210526315,8
173,0.9473684210526315,8
174,0.9473684210526315,8
175,0.9473684210526315,9
176,0.9473684210526315,9
177,0.9473684210526315,9
178,0.9473684210526315,9
179,0.9473684210526315,9
180,0.9473684210526315,9
181,0.9473684210526315,9
182,0.9473684210526315,9
183,0.9473684210526315,9
184,0.9473684210526315,9
185,0.9473684210526315,10
186,0.9473684210526315,10
187,0.9473684210526315,10
188,0.9473684210526315,11
189,0.9473684210526315,11
190,0.9473684210526315,11
191,0.9473684210526315,11
192,0.9473684210526315,11
193,0.9473684210526315,11
194,0.9473684210526315,11
195,0.9473684210526315,11
196,0.9473684210526315,11
197,0.9473684210526315,11
198,0.9473684210526315,11
199,0.9473684210526315,11
200,0.9473684210526315,11
201,0.9473684210526315,11
202,0.9473684210526315,11
203,0.9473684210526315,11
204,0.9473684210526315,11
205,0.9473684210526315,11
206,0.9473684210526315,11
207,0.9473684210526315,11
208,0.9473684210526315,11
209,0.9473684210526315,11
210,0.9473684210526315,11
211,0.9473684210526315,11
212,0.9473684210526315,11
213,0.9473684210526315,11
214,0.9473684210526315,11
215,0.9473684210526315,11
216,0.9473684210526315,11
217,0.9473684210526315,11
218,0.9473684210526315,11
219,0.9473684210526315,11
220,0.9473684210526315,11
221,0.9473684210526315,11
222,0.9473684210526315,11
223,0.9473684210526315,11
224,0.9473684210526315,11
225,0.9473684210526315,11
226,0.9473684210526315,11
227,0.9473684210526315,11
228,0.9473684210526315,11
229,0.9473684210526315,11
230,0.9473684210526315,11
231,0.9473684210526315,11
232,0.9473684210526315,11
233,0.9473684210526315,11
234,0.9473684210526315,11
235,0.9473684210526315,11
236,0.9473684210526315,12
237,0.9473684210526315,12
238,0.9473684210526315,12
239,0.9473684210526315,12
240,0.9473684210526315,12
241,0.9473684210526315,12
242,0.9473684210526315,12
243,0.9473684210526315,12
244,0.9473684210526315,12
245,0.9473684210526315,12
246,0.9473684210526315,12
247,0.9473684210526315,12
248,0.9473684210526315,12
249,0.9473684210526315,12
250,0.9473684210526315,12
251,0.9473684210526315,12
252,0.9473684210526315,12
253,0.9473684210526315,12
254,0.9473684210526315,12
255,0.9473684210526315,12
256,0.9473684210526315,13
257,0.9473684210526315,13
258,0.9473684210526315,13
259,0.9473684210526315,13
260,0.9473684210526315,13
261,0.9473684210526315,13
262,0.9473684210526315,13
263,0.9473684210526315,13
264,0.9473684210526315,13
265,0.9473684210526315,13
266,0.9473684210526315,13
267,0.9473684210526315,13
268,0.9473684210526315,14
269,0.9473684210526315,14
270,0.9473684210526315,14
271,0.9473684210526315,14
272,0.9473684210526315,14
273,0.9473684210526315,14
274,0.9473684210526315,14
275,0.9473684210526315,14
276,0.9473684210526315,14
277,0.9473684210526315,14
278,0.9473684210526315,14
279,0.9473684210526315,14
280,0.9473684210526315,14
281,0.9473684210526315,14
282,0.9473684210526315,14
283,0.9473684210526315,14
284,0.9473684210526315,14
285,0.9473684210526315,14
286,0.9473684210526315,14
287,0.9473684210526315,14
288,0.9473684210526315,14
289,0.9473684210526315,14
290,0.9473684210526315,14
291,0.9473684210526315,14
292,0.9473684210526315,14
293,0.9473684210526315,14
294,0.9473684210526315,15
295,0.9473684210526315,15
296,0.9473684210526315,15
297,0.9473684210526315,15
298,0.9473684210526315,15
299,0.9473684210526315,15
300,0.9473684210526315,15
301,0.9473684210526315,15
302,0.9473684210526315,15
303,0.9473684210526315,15
304,0.9473684210526315,15
305,0.9473684210526315,15
306,0.9473684210526315,15
307,0.9473684210526315,18
308,0.9473684210526315,18
309,0.9473684210526315,18
310,0.9473684210526315,18
311,0.9473684210526315,18
312,0.9473684210526315,18
313,0.9473684210526315,18
314,0.9473684210526315,18
315,0.9473684210526315,18
316,0.9473684210526315,18
317,0.9473684210526315,18
318,0.9473684210526315,18
319,0.9473684210526315,18
320,0.9473684210526315,18
321,0.9473684210526315,18
322,0.9473684210526315,18
323,0.9473684210526315,18
324,0.9473684210526315,18
325,0.9473684210526315,18
326,0.9473684210526315,18
327,0.9473684210526315,18
328,0.9473684210526315,18
329,0.9473684210526315,18
330,0.9473684210526315,18
331,0.9473684210526315,18
332,0.9473684210526315,18
333,0.9473684210526315,18
334,0.9473684210526315,18
335,0.9473684210526315,18
336,0.9473684210526315,18
337,0.9473684210526315,18
338,0.9473684210526315,19
339,0.9473684210526315,19
340,0.9473684210526315,0
341,0.9473684210526315,0
342,0.9473684210526315,0
343,0.9473684210526315,0
344,0.9473684210526315,0
345,0.9473684210526315,0
346,0.9473684210526315,0
347,0.9473684210526315,0
348,0.9473684210526315,0
349,0.9473684210526315,0
350,0.9473684210526315,0
351,0.9473684210526315,0
352,0.9473684210526315,0
353,0.9473684210526315,0
354,0.9473684210526315,0
355,0.9473684210526315,0
356,0.9473684210526315,0
357,0.9473684210526315,0
358,0.9473684210526315,0
359,0.9473684210526315,0
360,0.9473684210526315,0
361,0.9473684210526315,0
362,0.9473684210526315,0
363,0.9473684210526315,0
364,0.9473684210526315,0
365,0.9473684210526315,0
366,0.9473684210526315,0
367,0.9473684210526315,0
368,0.9473684210526315,0
369,0.9473684210526315,1
370,0.9473684210526315,1
371,0.9473684210526315,1
372,0.9473684210526315,1
373,0.9473684210526315,1
374,0.9473684210526315,1
375,0.9473684210526315,1
376,0.9473684210526315,1
377,0.9473684210526315,1
378,0.9473684210526315,1
379,0.9473684210526315,1
380,0.9473684210526315,1
381,0.9473684210526315,3
382,0.9473684210526315,3
383,0.9473684210526315,3
384,0.9473684210526315,3
385,0.9473684210526315,3
386,0.9473684210526315,3
387,0.9473684210526315,3
388,0.9473684210526315,3
389,0.9473684210526315,3
390,0.9473684210526315,3
391,0.9473684210526315,3
392,0.9473684210526315,3
393,0.9473684210526315,3
394,0.9473684210526315,3
395,0.9473684210526315,3
396,0.9473684210526315,3
397,0.9473684210526315,3
398,0.9473684210526315,3
399,0.9473684210526315,3
400,0.9473684210526315,3
401,0.9473684210526315,0
402,0.9473684210526315,0
403,0.9473684210526315,0
404,0.95,1
405,0.95,1
406,0.95,1
407,0.95,1
408,0.95,1
409,0.95,1
410,0.95,1
411,0.95,1
412,0.95,1
413,0.95,1
414,0.95,1
415,0.95,1
416,0.95,1
417,0.95,1
418,0.95,1
419,0.95,1
420,0.95,1
421,0.95,1
422,0.95,1
423,0.95,1
424,0.9523809523809523,3
425,0.9523809523809523,3
426,0.9523809523809523,3
427,0.9523809523809523,3
428,0.9523809523809523,3
429,0.9523809523809523,3
430,0.9523809523809523,3
431,0.9523809523809523,3
432,0.9523809523809523,3
433,0.9523809523809523,3
434,0.9523809523809523,3
435,0.9523809523809523,3
436,0.9523809523809523,3
437,0.9523809523809523,3
438,0.9523809523809523,3
439,0.9523809523809523,3
440,0.9523809523809523,3
441,0.9523809523809523,3
442,0.9523809523809523,3
443,0.9523809523809523,3
444,0.9523809523809523,3
445,0.9523809523809523,3
446,0.9523809523809523,3
447,0.9523809523809523,3
448,0.9523809523809523,3
449,0.9523809523809523,3
450,0.9523809523809523,3
451,0.9523809523809523,3
452,0.9523809523809523,3
453,0.9523809523809523,3
454,0.9523809523809523,3
455,0.9090909090909091,6
456,0.9090909090909091,6
457,0.9090909090909091,6
458,0.9090909090909091,6
459,0.9090909090909091,6
460,0.9090909090909091,6
461,0.9090909090909091,6
462,0.9090909090909091,6
463,0.9090909090909091,6
464,0.9090909090909091,6
465,0.9090909090909091,6
466,0.9090909090909091,6
467,0.9130434782608695,7
468,0.9130434782608695,7
469,0.9130434782608695,7
470,0.9130434782608695,7
471,0.9130434782608695,7
472,0.9130434782608695,7
473,0.9130434782608695,7
474,0.9130434782608695,7
475,0.9130434782608695,7
476,0.9130434782608695,7
477,0.9130434782608695,7
478,0.9130434782608695,7
479,0.9130434782608695,7
480,0.9130434782608695,7
481,0.9130434782608695,7
482,0.9130434782608695,7
483,0.9130434782608695,7
484,0.9130434782608695,7
485,0.9130434782608695,7
486,0.9130434782608695,7
487,0.9130434782608695,7
488,0.9130434782608695,7
489,0.9130434782608695,7
490,0.9130434782608695,7
491,0.9130434782608695,7
492,0.9130434782608695,7
493,0.9130434782608695,7
494,0.9130434782608695,7
495,0.9130434782608695,7
496,0.9130434782608695,7
497,0.9130434782608695,7
498,0.9130434782608695,7
499,0.9130434782608695,7
500,0.9130434782608695,7
